log_return_vkco,log_return_tcs_il,log_return_poly_il,log_return_five_il
-0.012110068816512042,-0.004162336914687411,-0.0037121098514404176,-0.013377088429871354
-0.03529217007807186,0.0,-0.02935221201252745,-0.02406965484209495
0.011583141089630636,0.002083282057716442,-0.013279269882672978,0.007893623796454433
-0.006740468304665155,0.004153692584358272,0.025964429409988707,-0.002916245784574817
-0.009708862436138457,0.01542452213910464,-0.010984478845298313,-0.0070340850685932845
-0.009804049357705766,0.007117467768863734,-0.006392521236043007,0.0005880623515544448
-0.014888563232665734,-0.002028347499972529,0.01358831948122656,0.0052770863406093795
-0.005515230964632269,-0.01020422093566179,-0.006346541293928158,-0.002048881089973558
0.03507403320617671,-0.03125254350410454,-0.006814336419730165,-0.021022328895510246
0.018278527172615668,0.0031695220186617407,-0.006000875273137357,-0.008111686359146518
-0.00861666433780304,-0.008474627439845606,-0.0047403665582752535,0.01467302841453586
-0.015504138459041032,-0.004264399013771664,-0.005197066699649282,0.004744967524943127
-0.023716526617316044,0.0010678591796350618,0.002168727807304948,-0.00891533407215311
0.00995038035811728,-0.0010678591796349742,0.004323396271706801,-0.002989478968128219
0.004938182874548417,-0.007506684244948699,0.000862440760658704,-0.017213167429502726
-0.004938182874548365,-0.009735068770752467,0.004301081899390702,0.011207113609534549
-0.03270741863163005,-0.013129291441792623,0.004709920931164412,-0.029962497257473207
0.0,-0.025656677096190194,0.01820156069432958,-0.00998139899465233
0.022256913231830315,0.011236016769752217,-0.0008392782699949775,0.009360473815463876
-0.016137516111340854,0.016620936181093816,0.0025157245972473705,-0.0006213420420256256
0.011625099329478769,0.02388810658157181,0.0012554929458320028,0.016641400732655937
-0.04575457523010876,0.03893179925365662,-0.010510922919992598,0.01606822480496998
-0.01483864004434069,0.011288011373439988,-0.010622577047421344,0.004800489266801985
0.04540304978047452,-0.018538120998911226,0.016522299174609525,0.03210406766864901
0.007623925110659366,0.02666824708216149,0.011696039763191236,0.03559094510270253
0.006560659579484847,0.01207258123426924,-0.032928259868965366,-0.015220164374078408
0.02090668586004103,0.02955880224154443,0.01109699821173099,-0.01632104994006459
0.010779183515912151,0.004842672784965539,-0.00340136382349029,-0.005500028338630215
0.023122417420854212,0.019139291901519955,0.0008514261902175236,-0.0069910567289495126
0.013245273742500797,0.0023668650102660225,-0.009835443835912939,-0.017694298268230213
-0.0037664826181468885,-0.019093658815579586,-0.013411405862834668,-0.003278232659042904
0.006582017025830334,0.009592447424135288,0.022395423508529955,0.011869634552432236
0.012110068816512167,-0.002389535130077265,-0.0034129725962399574,0.00029488275409418705
0.0183491386681964,0.004773278752657812,0.016529301951210506,0.011726929878832257
0.006343428755055587,0.009478791124353922,0.0029380923549036813,0.00928350127464731
0.007200751509651305,0.014051706285840133,0.0016750422676948956,-0.003761063253712589
0.008928675587351678,0.020714249945648733,-0.002933167826814219,0.002605298911763394
-0.013422975287096617,-0.016073870389146493,0.015407342051990035,-0.009002558391027541
0.0,-0.0023175445440760194,0.009459252107008322,0.0005832604593248263
0.0,-0.004651078151971831,-0.011941669600263632,-0.012910918779013222
-0.0018034720441947778,0.025317761364244393,-0.004151106002378575,0.005889298356133265
-0.002711253355375855,0.011299555253933466,0.0058067355196397795,0.031216349706857546
0.01793770068666725,0.024418483488495714,0.02046735385054053,0.023067127493390273
-0.007136515569319755,0.02169282555245392,0.001214820963331598,-0.002784685731532034
0.01245572125558368,-0.008620700125451092,0.004441759775942446,-0.027135609548240583
-0.004430711625148818,0.01716780362236528,0.002816336603039497,-0.03498901948306397
0.02542881425625837,-0.00426439878645754,-0.0068534837900105896,0.0005932957577387969
0.03905419912408957,0.010627092574286193,0.010462872107941553,0.02257832214692569
0.019786300898843895,0.008421102396408345,0.009165236502396762,-0.0196171414661363
0.008130166569079458,-0.02118723321944394,-0.005568829029626401,0.0038365399893514045
0.02083400676594139,0.0021390382487492207,0.006758125502810354,0.030459178029627974
-0.024890847947384845,-0.012903404835907729,-0.003572141127264205,-0.0014295641972915676
0.0,0.0,0.006736700730227244,0.015614199189248053
-0.018048069871702977,-0.03749060891549867,0.002366865010266244,-0.0031034303805682287
0.0123407163093368,0.039652771919993786,-0.006324131749468112,0.0031034303805681997
-0.010686414890997125,0.008602203582663288,-0.012769527066111524,0.02283585725172249
-0.00829884413700827,0.00427355342130426,0.016726793805313583,0.02394023442772845
-0.019352686034932252,0.014815001124410594,0.01567430209344329,-0.012714928329245064
-0.010247826659814387,0.024897593638534762,-0.022808696207317295,0.0073240528126484895
-0.003439384449776735,0.028284713838582103,-0.02782998724122029,0.0
0.0017212138870960725,0.031375122567753835,0.008957714620384393,-0.013879607386332714
0.006000875273137338,0.0038535693159899723,0.02125606397611231,-0.013519366801781726
0.0017079850072713493,-0.0057859370670438875,0.012226537636342362,-0.03275278647180788
-0.02069047947356931,0.0038610471931042156,0.008198367215698674,-0.022642447389807346
0.0017406880317919202,0.022858061875621324,0.006201570263281107,0.0023459834806451737
0.0,-0.007561435035792297,-0.017934203871391836,0.006132272369053599
0.012959101724049358,-0.009532960658723638,0.001179477235223795,-0.002623525925337758
0.0068434829463834695,-0.027186140304156947,0.0,-0.019154763028792175
0.0,-0.003944817816708834,-0.0051211457205562715,0.020321653527311148
-0.006843482946383553,-0.007936510070043798,0.018779894651596275,-0.008490784804506036
0.00854710349691431,0.015810606026642245,0.015766525407743304,0.04005733642403348
-0.008547103496914302,-0.009852296443011594,-0.0038226346242775503,-0.013365817818161745
0.0008580438290926644,0.005923018303122071,0.029064132943911334,0.007700052194401289
-0.04472472785926895,-0.04633255664099861,0.0007437709528446807,-0.04206569369460304
0.008928675587351678,-0.004132237284910606,-0.01876227645552289,-0.024292722927272137
-0.021564177915840525,-0.008316014488004847,-0.008750293610215948,0.012370018000349146
-0.06568960420911588,-0.01472165357901242,-0.010756922778608211,-0.044138272101463816
-0.06771204465914304,-0.0747600752091094,-0.08081550523904499,-0.02410519505668999
0.010325285596763647,-0.032485407974678124,0.022770596745247867,-0.007087658536483849
-0.02180771894376835,0.011723463146294593,0.03578271200632627,0.03056586296719513
-0.013210232434857517,0.025317761364244393,0.024962294559913775,-0.01008514709427302
0.0,0.00227010318306412,-0.0015420203518153371,0.003162557980648117
-0.04348505874824809,-0.26009921248516393,0.0015420203518151968,-0.07199709773375877
-0.1309949296286141,-0.1884579933263197,0.005761490875148258,-0.19371975543933154
0.04094870973410204,0.09608467319530457,-0.004991371468583971,0.06844353064402378
-0.017167864412637027,0.006430890330290331,0.0026907569569224995,-0.016676748718386758
-0.14767816532164105,-0.18694762518273692,-0.09033218752194687,-0.1490145830961981
-0.06515998063124401,0.10272954609871973,0.026944635243451927,0.10299726247566156
0.012167450490733747,-0.08132200074793405,-0.09698847897637843,-0.02277998643823052
0.06368781925725821,-0.05280729921876565,0.03715597688809127,-0.04017638537451514
-0.09049907670791493,-0.11300975690372582,-0.05305456295588951,-0.11397438522218911
0.010042571848206191,0.04708803609890158,-0.049271049006782794,0.0748408448937562
0.05895029963874521,0.057915272911082935,0.11526798416341703,0.08474127380656554
0.016529301951210506,-0.06991198919871441,-0.030463626387892618,0.0781178177995967
0.045288129071999965,0.035566830994742574,0.15370869086978664,-0.015925758388882123
0.04332566969735335,0.03755543383422005,-0.037055571081204455,-0.010627968358557498
-0.0058881426252224865,-0.025975486403260677,0.026388803277009164,0.016873109411576433
-0.049774900831971565,-0.10207644045663636,-0.004606534057638638,-0.02442031504695931
0.03656466909516499,-0.054269629934057616,0.05756447050111703,0.010708014272472307
